Title,Price,Rating
Science Weekly Five Stations Bundle | Science Centers | 3rd and 4th,$8.00,"2,700"
Instant Checklists,$7.00,"2,700"
Classroom Procedures & Routines Game: Back to School Activity | EDITABLE,$8.00,"2,700"
END OF THE YEAR ACTIVITY memory book craft last day of school gift for students,$3.00,"2,700"
Human Body Systems Flip Book,$22.72,"2,700"
Teaching Themes: A Bundle of Activities,$2.00,"2,700"
Bubblegum Fractions,$16.00,"2,700"
2-Digit Addition & Subtraction Color By Number Bundle - Summer Coloring Pages,$8.00,"2,700"
First Grade Home Learning Packet NO PREP Distance Learning,$8.00,"2,700"
Interactive Math Packet (Addition up to 20)!,$1.50,"2,700"
Meet the Teacher Template- EDITABLE,$1.89,"2,700"
Nonfiction Text Features,$15.00,"2,700"
A Binder of Literacy Centers,$9.87,"2,700"
Multi-Step Word Problems Task Card BUNDLE | Printable and Digital,$7.50,"2,700"
3rd-5th Grade Reading Workshop BUNDLE {Distance Learning} Print and Digital,$60.00,"2,700"
"Math Logic Puzzles Shapes - Early Finisher Activities - levels A,B,C BUNDLE",$9.00,"2,700"
Sentence Structure Unit,$6.00,"2,700"
Classroom Behavior Management Bingo Games in Themes for the Entire Year,$29.75,"2,700"
Fluency Task Cards BUNDLE Oral Reading Fluency Practice,$12.00,"2,600"
Prefixes and Suffixes Word Work,$5.00,"2,700"
Emergent Readers Sets 1-5 (The Bundle),$25.00,"2,700"
April NO PREP Journal Prompts for Beginning Writers,$5.00,"2,700"
DOLLAR DEAL! Rhyming Words Pocket Chart Center,$1.00,"2,600"
Reading Homework (4th and 5th Grade Reading Review BUNDLE : 36 Texts),$36.00,"2,600"
3rd Grade Math Review - Spiral Review Worksheets | Print and Digital,$6.50,"2,600"
READ ALOUD LESSONS February,$15.00,"2,600"
February NO PREP Math and Literacy (2nd Grade),$7.00,"2,600"
All About Me Back to School Art Phone | Art and Writing Activity,$3.75,"2,600"
PARTS OF SPEECH Coloring ALL YEAR | Fun Art-infused Summer Activity & More!,$21.20,"2,600"
Name Practice - Editable *Set 1,$6.00,"2,600"
Reading Resources | 4th and 5th Grade Reading Activities - Distance Learning,$133.00,"2,600"
Opinion Writing Unit THIRD GRADE,$25.00,"2,600"
15 Working Memory Brain Games: Improve executive function in 5 minutes a day!,$5.99,"2,600"
Social Studies Interactive Notebook Activities,$14.99,"2,600"
Writers Workshop :Writing Through the Year Unit 5,$18.00,"2,600"
"Run A Taco Truck, Project Based Learning (PBL) For Print or Distance Learning",$6.95,"2,600"
December NO PREP Journal Prompts for Beginning Writers,$5.00,"2,600"
KinderWordBuilding® Kindergarten Word Building Intervention Curriculum,$18.00,"2,600"
End of the Year Bulletin Board Ideas Summer Coloring Pages Activities Display,$13.00,"2,600"
Sight Word Super Stars NO PREP (Pre-Primer Edition),$6.75,"2,600"
Don't Eat the Marshmallow | First day of school lesson and activities,$4.00,"2,600"
Tricky Teens! Printables to Practice Those Tricky Teen Numbers,$2.50,"2,600"
Reading Activities | Color by Reading - with Digital Versions,$8.00,"2,600"
"End of the Year AWARDS {Customizable, 40 Categories} Digital & Printable",$6.00,"2,600"
Informational Report Writing Unit THIRD GRADE,$25.00,"2,600"
Simple Science Volume 1,$10.00,"2,600"
"23 Behavior Interventions for The Kid Who Blurts, Blurts, and Blurts Some More",$14.95,"2,600"
STATES OF MATTER SCIENCE ACTIVITIES,$7.00,"2,600"
Editable Spelling Activities | Word Work for Any List | Summer,$19.99,"2,600"
Fact Master: Addition and Subtraction Fluency,$8.50,"2,600"
Fall Clipart Mega Bundle {Creative Clips Clipart},$24.00,"2,600"
Number Anchor Charts (0-20),$6.00,"2,600"
Valentine's Day Activities,$7.00,"2,600"
Science Interactive Notebook Templates {203 Flip Books},$12.00,"2,600"
Writing Sentences Quick Write Writing Prompts Back to School Bundle,$48.00,"2,600"
"First Day Jitters Back to School Activities, Google DIGITAL & Printable",$6.00,"2,600"
Handwriting Practice for the Entire Year,$9.50,"2,600"
Writing Picture Prompts - BUNDLE - Printable & Digital - Morning Work Writing,$19.00,"2,600"
1st Grade Reading Comprehension Passages & Questions - Fluency Passages,$27.00,"2,600"
Alphabet Crafts Lowercase Letter Crafts,$9.99,"2,600"
Compare and Contrast Task Cards | Digital and Printable,$3.00,"2,600"
"Geometric Shape Sort: Drawing, Naming, and Counting Sides & Vertices",$8.50,"2,600"
Bats Math and Literacy Fun,$8.00,"2,600"
Nonfiction Text Feature Surgery | Hospital Transformation | Reading Passages,$3.75,"2,600"
Number Line Prompts,$4.50,"2,600"
Math Scoops! (Addition and Subtraction up to 20),$4.00,"2,600"
Veterans Day Craft and Writing Activities,$4.75,"2,600"
Book Clubs,$5.50,"2,600"
Money Worksheets | Counting Coins Activities,$8.50,"2,600"
Journey into Reading {88 Sight Word Worksheets} Distance Learning,$3.28,"2,600"
Context Clues Task Cards and Anchor Chart - with Easel & Google & Audio 4th-5th,$10.00,"2,600"
The Ultimate Writing Center,$4.00,"2,600"
Decimal of the Day - Decimal Review *with Google Classroom™ Distance Learning,$4.25,"2,600"
Measurement Activities ~ Inches and Centimeters,$3.75,"2,600"
Multi-Step Word Problems Task Cards,$6.00,"2,600"
Back to School Math Activities All About Me: Beginning of the Year Math,$4.95,"2,600"
Animal Report Pennant Banners Animal Research Project,$21.00,"2,600"
Reading Intervention Program: Set 1-A-D | Distance Learning | Google Classroom,$7.00,"2,600"
Halloween Themed Activities,$15.00,"2,600"
READ ALOUD LESSONS March,$16.50,"2,600"
Rooted in Reading 2nd Grade January (1st Edition),$63.00,"2,600"
2nd Grade Monthly NO PREP Packets THE BUNDLE,$4.00,"2,600"
"CVC Roll, Read and Trace!",$10.00,"2,600"
Grammar Wall Kit | Grammar Posters | Grammar Word Wall,$4.99,"2,600"
Clip It! Behavior Chart {Chevron},$3.50,"2,600"
Interactive Notebooks,$77.00,"2,600"
First Grade Guided Math Bundle,$148.50,"2,600"
Sight Word Fluency Passages for Reading Intervention BUNDLE Distance Learning,$25.98,"2,600"
Morning Work Journal or Bell Ringers,$10.98,"2,600"
End of the Year Awards Certificates | Print & Digital | End of Year Activities,$10.00,"2,600"
Finding and Citing Text Evidence & Making Inferences using Context Clues,$8.50,"2,600"
Kindergarten Reading Fluency Comprehension Passages (Short Vowels Word Families),$12.00,"2,600"
Alphabet ABC Handwriting Practice Pages,$3.00,"2,600"
KinderSnap Sight Word Activities,$6.00,"2,600"
Nonfiction TEXT FEATURES Worksheets Posters Anchor Chart Assessment,$4.25,"2,500"
My Second Grade Helper,$2.50,"2,500"
"1st Grade Math & ELA Spiral Review Homework, Fast Finishers, Exit Tickets",$30.00,"2,500"
End of Year 1st Grade Guided Reading Comprehension Passages: Levels I & J {RtI},$8.00,"2,500"
Back to School Bulletin Board Cactus Growth Mindset Activity,$3.75,"2,500"
S Blends Worksheets and Activities No Prep Pack (Beginning Blends),$5.00,"2,500"
"4th Grade Reading Comprehension Spiral Review, Quizzes & Constructed Responses",$39.96,"2,500"
Rooted in Reading 2nd Grade February (1st Edition),$16.50,"2,500"
May NO PREP Math and Literacy (2nd Grade),$7.00,"2,500"
Guided Reading Comprehension Passages and Questions PDF + Digital Google Slides,$108.50,"2,500"
Using Pictures to teach Figurative Language | Digital and Printable,$4.29,"2,500"
Coloring Pages: Halloween Coloring Pages {Made by Creative Clips Clipart},$3.00,"2,500"
Creative Thinking Task Cards,$3.29,"2,500"
Math Interactive Notebook 4th Grade BUNDLE | Digital and Printable,$31.50,"2,500"
All Year Math and Literacy NO PREP The BUNDLE (1st Grade),$34.00,"2,500"
LIST of Classroom Community Writing Prompts (#Miss5thsWhiteboard),$3.00,"2,500"
Compare and Contrast Reading Passages,$5.00,"2,500"
All About My Summer Poster: A Back to School Ice Breaker Activity,$1.00,"2,500"
Superhero Kids Clipart {Superhero Clipart},$6.50,"2,500"
Editable Meet the Teacher | Sneak a Peek | Open House Stations & Forms,$8.00,"2,500"
Language Arts Worksheets Packet 1st Grade and 2nd Grade - Grammar Worksheets,$5.25,"2,500"
"Adjectives PowerPoint / Google Slides, Worksheets, Poster & More!",$4.00,"2,500"
Five Senses,$10.00,"2,500"
Writing Rubrics (with Google Slides),$7.00,"2,500"
Alphabet Activities Alphabet Snap Block Center - Alphabet Cube Letters,$5.00,"2,500"
"Back to School Clip Cards: Alphabet, Numbers, Color Words, Number Words",$6.00,"2,500"
Be The Change Bulletin Board Kit,$8.00,"2,500"
Editable Light Box Designs Set #1| Standard Size Lightbox | Classroom Decor,$6.75,"2,500"
Vowel Teams Word Work for Kindergarten and First Grade,$20.00,"2,500"
Reward Tag BUNDLE,$14.00,"2,500"
Parts of Speech Posters | Grammar Wall Bulletin Board Kit | Grammar Word Wall,$4.99,"2,500"
Lettervention: Kindergarten Letter Intervention Curriculum,$18.00,"2,500"
Growth Mindset Activities Flipbook - Posters and Bulletin Board - Digital,$7.00,"2,500"
Behavior Contracts and Behavior Intervention Forms EDITABLE,$15.00,"2,500"
Maker Mats for Makerspaces - Google Slides & Seesaw - Distance Learning,$6.50,"2,500"
Kindergarten Guided Reading Comprehension Passages & Questions Level D {ELA},$6.50,"2,500"
"Reading Log for Preschool, Pre-K, and Kindergarten",$2.00,"2,500"
First Grade Math Journal Bundle 2nd Semester,$30.00,"2,500"
It's Calendar Time! Interactive Daily Calendar Book {K},$12.50,"2,500"
Writing Prompts | Word Work Activities | Creative Writing Activities,$67.50,"2,500"
Vocabulary FULL YEAR Bundle THIRD GRADE,$40.00,"2,500"
Motivational Lyric Posters,$4.50,"2,500"
"No Prep End of Year ELA Activities - Fun End of Year Packet, Literacy, Writing",$3.00,"2,500"
Editable Table Signs Chevron,$5.00,"2,500"
READ ALOUD LESSONS April,$15.00,"2,500"
First Day of School Stations - Back to School Activities - Print & Digital,$6.00,"2,500"
St. Patrick's Day,$8.00,"2,500"
Basic Skills Task Boxes (Errorless Learning Included) Pre-K & Special Education,$6.00,"2,500"
KinderMath® Kindergarten Math Interactive Notebook,$12.00,"2,500"
English Language Arts Review ELA Spiral Review Morning Work with Digital,$11.98,"2,500"
Thematic Writing Center (Kindergarten and First Grade),$50.00,"2,500"
READ ALOUD LESSONS YEAR LONG BUNDLE,$198.00,"2,500"
Multi-Step Math Word Problem Task Cards - Print and Digital - Story Problems,$3.96,"2,500"
Class Pet Writing Journal,$4.00,"2,500"
3rd Grade Guided Math | 3rd Grade Math Review | Math Intervention | Math RTI,$37.50,"2,500"
Phonics Intervention Bundle,$45.00,"2,500"
ER IR UR Worksheets & Activities NO PREP Bossy R Controlled Vowels Phonics Pack,$5.00,"2,500"
Morning Meeting Discussion Cards,$6.00,"2,500"
KinderMath®: Kindergarten Math Aligned Center Mats | Homeschool Compatible |,$24.00,"2,500"
Sub Plan Pack My Teacher Is Missing,$5.50,"2,500"
KinderPhonics® Kindergarten + Homeschool Phonics Curriculum UNITS 1-3 BUNDLED,$42.00,"2,500"
5th Grade Math Assessments - Fifth Grade Common Core Math Tests,$5.00,"2,500"
Introducing Paragraphs | Guide to Writing Paragraphs | Print and Digital,$5.50,"2,500"
"Journal Writing Tools for Preschool, Pre-K, and Kindergarten",$3.00,"2,400"
Phonological Awareness Systematic Curriculum | Homeschool Compatible |,$12.00,"2,500"
Curriculum Based Language Assessments for Grades K-5 Aligned with Standards,$20.00,"2,500"
Reading Intervention Program: Set 1-Q-T | Distance Learning | Google Classroom,$21.00,"2,500"
Writing Center | Kindergarten and 1st grade JANUARY,$8.00,"2,500"
"Read and Sequence (The Bundle) CVC, CVCe, Blends and Digraphs",$25.00,"2,500"
"Author's Purpose | PowerPoint, Passages, Task Cards and Activities",$8.00,"2,400"
Elements of Poetry Unit Grades 3-5 CCSS Aligned,$4.50,"2,400"
Common Core Assessment Pack-Math Grade 2,$12.50,"2,400"
DOLLAR DEAL! CVC Words Pocket Chart Sorting Center,$1.00,"2,400"
Moon phases Fold & Learn,$5.00,"2,400"
Formal Lesson Plan Templates | EDITABLE,$5.00,"2,400"
Book Report Lapbook Project,$3.50,"2,400"
Icebreakers That Rock: Three-Game Bundle,$10.00,"2,400"
Summer Packet NO PREP Review (Preschool),$7.50,"2,400"
Meet the Teacher Template Editable - Back to School Flipbook - Open House,$9.00,"2,400"
Butterfly Life Cycle Complete Science Unit,$12.75,"2,400"
Adjectives and Verbs Parts of Speech Activities for Kindergarten and First Grade,$6.00,"2,400"
Figurative Language PowerPoint,$4.75,"2,400"
Greek and Latin Root of the Week {Rolodex & Daily Practice Activities},$8.00,"2,400"
Cursive Handwriting Practice Pages,$8.99,"2,400"
Progress Monitoring for IEP Goals | Assessments & Data Collection,$13.00,"2,400"
Editable Calendar 2022-2023 | English & Spanish +Version made for Google Slides™,$6.75,"2,400"
